split,qid,n_images,total_visual_tokens,per_image_tokens
train_realworld,1260,1,16,16
train_realworld,1261,1,144,144
train_realworld,1262,1,16,16
train_realworld,1263,1,192,192
train_realworld,1264,1,16,16
train_realworld,1265,1,989,989
train_realworld,1266,1,16,16
train_realworld,1267,1,108,108
train_realworld,1268,1,192,192
train_realworld,1269,1,16,16
train_realworld,1270,1,192,192
train_realworld,1271,1,192,192
train_realworld,1272,1,144,144
train_realworld,1273,1,16,16
train_realworld,1274,1,192,192
train_realworld,1275,1,16,16
train_realworld,1276,1,651,651
train_realworld,1277,1,192,192
train_realworld,1278,1,16,16
train_realworld,1279,1,560,560
train_realworld,1280,1,144,144
train_realworld,1281,1,108,108
train_realworld,1282,1,108,108
train_realworld,1283,1,132,132
train_realworld,1284,1,16,16
train_realworld,1285,1,108,108
train_realworld,1286,1,16,16
train_realworld,1287,1,192,192
train_realworld,1288,1,224,224
train_realworld,1289,1,108,108
train_realworld,1290,1,108,108
train_realworld,1291,1,923,923
train_realworld,1292,1,132,132
train_realworld,1293,1,16,16
train_realworld,1294,1,192,192
train_realworld,1295,1,192,192
train_realworld,1296,1,247,247
train_realworld,1297,1,192,192
train_realworld,1298,1,208,208
train_realworld,1299,1,820,820
train_realworld,1300,1,108,108
train_realworld,1301,1,192,192
train_realworld,1302,1,240,240
train_realworld,1303,1,16,16
train_realworld,1304,1,108,108
train_realworld,1305,1,192,192
train_realworld,1306,1,189,189
train_realworld,1307,1,192,192
train_realworld,1308,1,1386,1386
train_realworld,1309,1,304,304
train_realworld,1310,1,192,192
train_realworld,1311,1,120,120
train_realworld,1312,1,208,208
train_realworld,1313,1,16,16
train_realworld,1314,1,560,560
train_realworld,1315,1,192,192
train_realworld,1316,1,304,304
train_realworld,1317,1,16,16
train_realworld,1318,1,108,108
train_realworld,1319,1,192,192
train_realworld,1320,1,240,240
train_realworld,1321,1,221,221
train_realworld,1322,1,165,165
train_realworld,1323,1,441,441
train_realworld,1324,1,108,108
train_realworld,1325,1,108,108
train_realworld,1326,1,16,16
train_realworld,1327,1,192,192
train_realworld,1328,1,16,16
train_realworld,1329,1,16,16
train_realworld,1330,1,16,16
train_realworld,1331,1,255,255
train_realworld,1332,1,192,192
train_realworld,1333,1,192,192
train_realworld,1334,1,16,16
train_realworld,1335,1,208,208
train_realworld,1336,1,441,441
train_realworld,1337,1,108,108
train_realworld,1338,1,16,16
train_realworld,1339,1,16,16
train_realworld,1340,1,108,108
train_realworld,1341,1,192,192
train_realworld,1342,1,120,120
train_realworld,1343,1,192,192
train_realworld,1344,1,144,144
train_realworld,1345,1,221,221
train_realworld,1346,1,16,16
train_realworld,1347,1,192,192
train_realworld,1348,1,192,192
train_realworld,1349,1,420,420
train_realworld,1350,1,144,144
train_realworld,1351,1,108,108
train_realworld,1352,1,16,16
train_realworld,1353,1,16,16
train_realworld,1354,1,16,16
train_realworld,1355,1,16,16
train_realworld,1356,1,693,693
train_realworld,1357,1,192,192
train_realworld,1358,1,16,16
train_realworld,1359,1,144,144
train_realworld,1360,1,108,108
train_realworld,1361,1,289,289
train_realworld,1362,1,108,108
train_realworld,1363,1,16,16
train_realworld,1364,1,192,192
train_realworld,1365,1,108,108
train_realworld,1366,1,192,192
train_realworld,1367,1,256,256
train_realworld,1368,1,192,192
train_realworld,1369,1,256,256
train_realworld,1370,1,16,16
train_realworld,1371,1,1426,1426
train_realworld,1372,1,120,120
train_realworld,1373,1,1386,1386
train_realworld,1374,1,608,608
train_realworld,1375,1,16,16
train_realworld,1376,1,16,16
train_realworld,1377,1,16,16
train_realworld,1378,1,108,108
train_realworld,1379,1,208,208
train_realworld,1380,1,192,192
train_realworld,1381,1,16,16
train_realworld,1382,1,192,192
train_realworld,1383,1,192,192
train_realworld,1384,1,108,108
train_realworld,1385,1,432,432
train_realworld,1386,1,16,16
train_realworld,1387,1,192,192
train_realworld,1388,1,1156,1156
train_realworld,1389,1,108,108
train_realworld,1390,1,144,144
train_realworld,1391,1,16,16
train_realworld,1392,1,108,108
train_realworld,1393,1,224,224
train_realworld,1394,1,192,192
train_realworld,1395,1,16,16
train_realworld,1396,1,525,525
train_realworld,1397,1,660,660
train_realworld,1398,1,168,168
train_realworld,1399,1,192,192
train_realworld,1400,1,192,192
train_realworld,1401,1,16,16
train_realworld,1402,1,651,651
train_realworld,1403,1,819,819
train_realworld,1404,1,558,558
train_realworld,1405,1,540,540
train_realworld,1406,1,16,16
train_realworld,1407,1,16,16
train_realworld,1408,1,558,558
train_realworld,1409,1,192,192
train_realworld,1410,1,238,238
train_realworld,1411,1,192,192
train_realworld,1412,1,192,192
train_realworld,1413,1,192,192
train_realworld,1414,1,16,16
train_realworld,1415,1,120,120
train_realworld,1416,1,192,192
train_realworld,1417,1,560,560
train_realworld,1418,1,108,108
train_realworld,1419,1,192,192
train_realworld,1420,1,120,120
train_realworld,1421,1,192,192
train_realworld,1422,1,120,120
train_realworld,1423,1,525,525
train_realworld,1424,1,16,16
train_realworld,1425,1,256,256
train_realworld,1426,1,16,16
train_realworld,1427,1,108,108
train_realworld,1428,1,108,108
train_realworld,1429,1,120,120
train_realworld,1430,1,221,221
train_realworld,1431,1,16,16
train_realworld,1432,1,16,16
train_realworld,1433,1,144,144
train_realworld,1434,1,108,108
train_realworld,1435,1,108,108
train_realworld,1436,1,108,108
train_realworld,1437,1,525,525
train_realworld,1438,1,266,266
train_realworld,1439,1,16,16
train_realworld,1440,1,16,16
train_realworld,1441,1,954,954
train_realworld,1442,1,16,16
train_realworld,1443,1,256,256
train_realworld,1444,1,132,132
train_realworld,1445,1,1440,1440
train_realworld,1446,1,304,304
train_realworld,1447,1,120,120
train_realworld,1448,1,192,192
train_realworld,1449,1,16,16
train_realworld,1450,1,192,192
train_realworld,1451,1,192,192
train_realworld,1452,1,1424,1424
train_realworld,1453,1,132,132
train_realworld,1454,1,576,576
train_realworld,1455,1,144,144
train_realworld,1456,1,108,108
train_realworld,1457,1,525,525
train_realworld,1458,1,16,16
train_realworld,1459,1,16,16
train_realworld,1460,1,16,16
train_realworld,1461,1,132,132
train_realworld,1462,1,108,108
train_realworld,1463,1,1156,1156
train_realworld,1464,1,16,16
train_realworld,1465,1,16,16
train_realworld,1466,1,16,16
train_realworld,1467,1,192,192
train_realworld,1468,1,120,120
train_realworld,1469,1,192,192
train_realworld,1470,1,16,16
train_realworld,1471,1,16,16
train_realworld,1472,1,304,304
train_realworld,1473,1,336,336
train_realworld,1474,1,16,16
train_realworld,1475,1,108,108
train_realworld,1476,1,558,558
train_realworld,1477,1,192,192
train_realworld,1478,1,210,210
train_realworld,1479,1,208,208
train_realworld,1480,1,16,16
train_realworld,1481,1,240,240
train_realworld,1482,1,192,192
train_realworld,1483,1,180,180
train_realworld,1484,1,16,16
train_realworld,1485,1,16,16
train_realworld,1486,1,224,224
train_realworld,1487,1,16,16
train_realworld,1488,1,238,238
train_realworld,1489,1,192,192
train_realworld,1490,1,192,192
train_realworld,1491,1,16,16
train_realworld,1492,1,16,16
train_realworld,1493,1,192,192
train_realworld,1494,1,506,506
train_realworld,1495,1,108,108
train_realworld,1496,1,16,16
train_realworld,1497,1,192,192
train_realworld,1498,1,192,192
train_realworld,1499,1,108,108
train_realworld,1500,1,120,120
train_realworld,1501,1,144,144
train_realworld,1502,1,192,192
train_realworld,1503,1,16,16
train_realworld,1504,1,208,208
train_realworld,1505,1,120,120
train_realworld,1506,1,16,16
train_realworld,1507,1,16,16
train_realworld,1508,1,192,192
train_realworld,1509,1,16,16
train_realworld,1510,1,304,304
train_realworld,1511,1,132,132
train_realworld,1512,1,16,16
train_realworld,1513,1,192,192
train_realworld,1514,1,304,304
train_realworld,1515,1,256,256
train_realworld,1516,1,16,16
train_realworld,1517,1,256,256
train_realworld,1518,1,240,240
train_realworld,1519,1,16,16
train_realworld,1520,1,108,108
train_realworld,1521,1,560,560
train_realworld,1522,1,144,144
train_realworld,1523,1,108,108
train_realworld,1524,1,16,16
train_realworld,1525,1,16,16
train_realworld,1526,1,16,16
train_realworld,1527,1,16,16
train_realworld,1528,1,192,192
train_realworld,1529,1,108,108
train_realworld,1530,1,108,108
train_realworld,1531,1,208,208
train_realworld,1532,1,525,525
train_realworld,1533,1,16,16
train_realworld,1534,1,16,16
train_realworld,1535,1,525,525
train_realworld,1536,1,120,120
train_realworld,1537,1,192,192
train_realworld,1538,1,192,192
train_realworld,1539,1,144,144
train_realworld,1540,1,108,108
train_realworld,1541,1,16,16
train_realworld,1542,1,120,120
train_realworld,1543,1,16,16
train_realworld,1544,1,108,108
train_realworld,1545,1,16,16
train_realworld,1546,1,16,16
train_realworld,1547,1,108,108
train_realworld,1548,1,192,192
train_realworld,1549,1,208,208
train_realworld,1550,1,525,525
train_realworld,1551,1,16,16
train_realworld,1552,1,16,16
train_realworld,1553,1,16,16
train_realworld,1554,1,108,108
train_realworld,1555,1,16,16
train_realworld,1556,1,144,144
train_realworld,1557,1,560,560
train_realworld,1558,1,384,384
train_realworld,1559,1,120,120
train_realworld,1560,1,192,192
train_realworld,1561,1,256,256
train_realworld,1562,1,16,16
train_realworld,1563,1,525,525
train_realworld,1564,1,16,16
train_realworld,1565,1,108,108
train_realworld,1566,1,108,108
train_realworld,1567,1,16,16
train_realworld,1568,1,16,16
train_realworld,1569,1,576,576
train_realworld,1570,1,84,84
train_realworld,1571,1,16,16
train_realworld,1572,1,1425,1425
train_realworld,1573,1,256,256
train_realworld,1574,1,16,16
train_realworld,1575,1,144,144
train_realworld,1576,1,192,192
train_realworld,1577,1,192,192
train_realworld,1578,1,108,108
train_realworld,1579,1,299,299
train_realworld,1580,1,16,16
train_realworld,1581,1,120,120
train_realworld,1582,1,132,132
train_realworld,1583,1,16,16
train_realworld,1584,1,770,770
train_realworld,1585,1,192,192
train_realworld,1586,1,525,525
train_realworld,1587,1,16,16
train_realworld,1588,1,672,672
train_realworld,1589,1,120,120
train_realworld,1590,1,16,16
train_realworld,1591,1,144,144
train_realworld,1592,1,108,108
train_realworld,1593,1,192,192
train_realworld,1594,1,144,144
train_realworld,1595,1,192,192
train_realworld,1596,1,16,16
train_realworld,1597,1,16,16
train_realworld,1598,1,16,16
train_realworld,1599,1,108,108
train_realworld,1600,1,16,16
train_realworld,1601,1,740,740
train_realworld,1602,1,192,192
train_realworld,1603,1,192,192
train_realworld,1604,1,16,16
train_realworld,1605,1,16,16
train_realworld,1606,1,240,240
train_realworld,1607,1,108,108
train_realworld,1608,1,16,16
train_realworld,1609,1,16,16
train_realworld,1610,1,1056,1056
train_realworld,1611,1,16,16
train_realworld,1612,1,16,16
train_realworld,1613,1,16,16
train_realworld,1614,1,595,595
train_realworld,1615,1,120,120
train_realworld,1616,1,120,120
train_realworld,1617,1,120,120
train_realworld,1618,1,96,96
train_realworld,1619,1,16,16
train_realworld,1620,1,16,16
train_realworld,1621,1,16,16
train_realworld,1622,1,96,96
train_realworld,1623,1,16,16
train_realworld,1624,1,16,16
train_realworld,1625,1,16,16
train_realworld,1626,1,192,192
train_realworld,1627,1,108,108
train_realworld,1628,1,108,108
train_realworld,1629,1,16,16
train_realworld,1630,1,144,144
train_realworld,1631,1,192,192
train_realworld,1632,1,192,192
train_realworld,1633,1,108,108
train_realworld,1634,1,300,300
train_realworld,1635,1,16,16
train_realworld,1636,1,192,192
train_realworld,1637,1,208,208
train_realworld,1638,1,108,108
train_realworld,1639,1,525,525
train_realworld,1640,1,108,108
train_realworld,1641,1,16,16
train_realworld,1642,1,224,224
train_realworld,1643,1,192,192
train_realworld,1644,1,289,289
train_realworld,1645,1,256,256
train_realworld,1646,1,1356,1356
train_realworld,1647,1,16,16
train_realworld,1648,1,256,256
train_realworld,1649,1,16,16
train_realworld,1650,1,16,16
train_realworld,1651,1,16,16
train_realworld,1652,1,108,108
train_realworld,1653,1,168,168
train_realworld,1654,1,400,400
train_realworld,1655,1,192,192
train_realworld,1656,1,192,192
train_realworld,1657,1,192,192
train_realworld,1658,1,812,812
train_realworld,1659,1,16,16
train_realworld,1660,1,400,400
train_realworld,1661,1,16,16
train_realworld,1662,1,120,120
train_realworld,1663,1,16,16
train_realworld,1664,1,132,132
train_realworld,1665,1,160,160
train_realworld,1666,1,16,16
train_realworld,1667,1,192,192
train_realworld,1668,1,192,192
train_realworld,1669,1,16,16
train_realworld,1670,1,16,16
train_realworld,1671,1,208,208
train_realworld,1672,1,16,16
train_realworld,1673,1,1408,1408
train_realworld,1674,1,16,16
train_realworld,1675,1,16,16
train_realworld,1676,1,192,192
train_realworld,1677,1,256,256
train_realworld,1678,1,132,132
train_realworld,1679,1,144,144
train_realworld,1680,1,16,16
train_realworld,1681,1,16,16
train_realworld,1682,1,242,242
train_realworld,1683,1,242,242
train_realworld,1684,1,16,16
train_realworld,1685,1,192,192
train_realworld,1686,1,108,108
train_realworld,1687,1,192,192
train_realworld,1688,1,208,208
train_realworld,1689,1,525,525
train_realworld,1690,1,192,192
train_realworld,1691,1,108,108
train_realworld,1692,1,108,108
train_realworld,1693,1,16,16
train_realworld,1694,1,192,192
train_realworld,1695,1,16,16
train_realworld,1696,1,224,224
train_realworld,1697,1,289,289
train_realworld,1698,1,525,525
train_realworld,1699,1,1400,1400
train_realworld,1700,1,256,256
train_realworld,1701,1,120,120
train_realworld,1702,1,16,16
train_realworld,1703,1,192,192
train_realworld,1704,1,108,108
train_realworld,1705,1,16,16
train_realworld,1706,1,108,108
train_realworld,1707,1,120,120
train_realworld,1708,1,240,240
train_realworld,1709,1,180,180
train_realworld,1710,1,16,16
train_realworld,1711,1,16,16
train_realworld,1712,1,266,266
train_realworld,1713,1,595,595
train_realworld,1714,1,16,16
train_realworld,1715,1,16,16
train_realworld,1716,1,192,192
train_realworld,1717,1,16,16
train_realworld,1718,1,120,120
train_realworld,1719,1,192,192
train_realworld,1720,1,108,108
train_realworld,1721,1,16,16
train_realworld,1722,1,108,108
train_realworld,1723,1,1160,1160
train_realworld,1724,1,595,595
train_realworld,1725,1,16,16
train_realworld,1726,1,16,16
train_realworld,1727,1,192,192
train_realworld,1728,1,620,620
train_realworld,1729,1,16,16
train_realworld,1730,1,132,132
train_realworld,1731,1,108,108
train_realworld,1732,1,16,16
train_realworld,1733,1,16,16
train_realworld,1734,1,108,108
train_realworld,1735,1,144,144
train_realworld,1736,1,16,16
train_realworld,1737,1,16,16
train_realworld,1738,1,16,16
train_realworld,1739,1,108,108
train_realworld,1740,1,16,16
train_realworld,1741,1,192,192
train_realworld,1742,1,108,108
train_realworld,1743,1,132,132
train_realworld,1744,1,1460,1460
train_realworld,1745,1,16,16
train_realworld,1746,1,192,192
train_realworld,1747,1,16,16
train_realworld,1748,1,16,16
train_realworld,1749,1,16,16
train_realworld,1750,1,108,108
train_realworld,1751,1,525,525
train_realworld,1752,1,192,192
train_realworld,1753,1,120,120
train_realworld,1754,1,16,16
train_realworld,1755,1,1456,1456
train_realworld,1756,1,192,192
train_realworld,1757,1,192,192
train_realworld,1758,1,16,16
train_realworld,1759,1,1392,1392
train_realworld,1760,1,192,192
train_realworld,1761,1,684,684
train_realworld,1762,1,16,16
train_realworld,1763,1,108,108
train_realworld,1764,1,16,16
train_realworld,1765,1,108,108
train_realworld,1766,1,144,144
train_realworld,1767,1,132,132
train_realworld,1768,1,493,493
train_realworld,1769,1,120,120
train_realworld,1770,1,1406,1406
train_realworld,1771,1,299,299
train_realworld,1772,1,16,16
train_realworld,1773,1,108,108
train_realworld,1774,1,108,108
train_realworld,1775,1,108,108
train_realworld,1776,1,108,108
train_realworld,1777,1,16,16
train_realworld,1778,1,120,120
train_realworld,1779,1,240,240
train_realworld,1780,1,858,858
train_realworld,1781,1,1400,1400
train_realworld,1782,1,16,16
train_realworld,1783,1,1404,1404
train_realworld,1784,1,130,130
train_realworld,1785,1,16,16
train_realworld,1786,1,16,16
train_realworld,1787,1,108,108
train_realworld,1788,1,208,208
train_realworld,1789,1,16,16
train_realworld,1790,1,224,224
train_realworld,1791,1,16,16
train_realworld,1792,1,16,16
train_realworld,1793,1,16,16
train_realworld,1794,1,108,108
train_realworld,1795,1,16,16
train_realworld,1796,1,192,192
train_realworld,1797,1,400,400
train_realworld,1798,1,560,560
train_realworld,1799,1,192,192
train_realworld,1800,1,192,192
train_realworld,1801,1,132,132
train_realworld,1802,1,108,108
train_realworld,1803,1,108,108
train_realworld,1804,1,208,208
train_realworld,1805,1,192,192
train_realworld,1806,1,798,798
train_realworld,1807,1,768,768
train_realworld,1808,1,16,16
train_realworld,1809,1,1156,1156
train_realworld,1810,1,16,16
train_realworld,1811,1,132,132
train_realworld,1812,1,16,16
train_realworld,1813,1,304,304
train_realworld,1814,1,192,192
train_realworld,1815,1,16,16
train_realworld,1816,1,16,16
train_realworld,1817,1,132,132
train_realworld,1818,1,108,108
train_realworld,1819,1,120,120
train_realworld,1820,1,779,779
train_realworld,1821,1,16,16
train_realworld,1822,1,108,108
train_realworld,1823,1,208,208
train_realworld,1824,1,240,240
train_realworld,1825,1,16,16
train_realworld,1826,1,16,16
train_realworld,1827,1,646,646
train_realworld,1828,1,208,208
train_realworld,1829,1,1444,1444
train_realworld,1830,1,304,304
train_realworld,1831,1,108,108
train_realworld,1832,1,132,132
train_realworld,1833,1,192,192
train_realworld,1834,1,108,108
train_realworld,1835,1,96,96
train_realworld,1836,1,16,16
train_realworld,1837,1,108,108
train_realworld,1838,1,120,120
train_realworld,1839,1,240,240
train_realworld,1840,1,192,192
train_realworld,1841,1,525,525
train_realworld,1842,1,256,256
train_realworld,1843,1,16,16
train_realworld,1844,1,16,16
train_realworld,1845,1,16,16
train_realworld,1846,1,192,192
train_realworld,1847,1,525,525
train_realworld,1848,1,256,256
train_realworld,1849,1,16,16
train_realworld,1850,1,16,16
train_realworld,1851,1,464,464
train_realworld,1852,1,16,16
train_realworld,1853,1,16,16
train_realworld,1854,1,400,400
train_realworld,1855,1,16,16
train_realworld,1856,1,224,224
train_realworld,1857,1,192,192
train_realworld,1858,1,224,224
train_realworld,1859,1,16,16
train_realworld,1860,1,16,16
train_realworld,1861,1,240,240
train_realworld,1862,1,280,280
train_realworld,1863,1,192,192
train_realworld,1864,1,192,192
train_realworld,1865,1,208,208
train_realworld,1866,1,192,192
train_realworld,1867,1,192,192
train_realworld,1868,1,696,696
train_realworld,1869,1,16,16
train_realworld,1870,1,120,120
train_realworld,1871,1,16,16
train_realworld,1872,1,192,192
train_realworld,1873,1,16,16
train_realworld,1874,1,16,16
train_realworld,1875,1,192,192
train_realworld,1876,1,108,108
train_realworld,1877,1,464,464
train_realworld,1878,1,224,224
train_realworld,1879,1,770,770
train_realworld,1880,1,144,144
train_realworld,1881,1,954,954
train_realworld,1882,1,665,665
train_realworld,1883,1,1160,1160
train_realworld,1884,1,625,625
train_realworld,1885,1,16,16
train_realworld,1886,1,108,108
train_realworld,1887,1,208,208
train_realworld,1888,1,16,16
train_realworld,1889,1,16,16
train_realworld,1890,1,144,144
train_realworld,1891,1,16,16
train_realworld,1892,1,16,16
train_realworld,1893,1,192,192
train_realworld,1894,1,525,525
train_realworld,1895,1,144,144
train_realworld,1896,1,144,144
train_realworld,1897,1,16,16
train_realworld,1898,1,16,16
train_realworld,1899,1,108,108
train_realworld,1900,1,1400,1400
train_realworld,1901,1,108,108
train_realworld,1902,1,192,192
train_realworld,1903,1,144,144
train_realworld,1904,1,16,16
train_realworld,1905,1,288,288
train_realworld,1906,1,108,108
train_realworld,1907,1,1395,1395
train_realworld,1908,1,16,16
train_realworld,1909,1,120,120
train_realworld,1910,1,108,108
train_realworld,1911,1,672,672
train_realworld,1912,1,16,16
train_realworld,1913,1,108,108
train_realworld,1914,1,16,16
train_realworld,1915,1,289,289
train_realworld,1916,1,1406,1406
train_realworld,1917,1,16,16
train_realworld,1918,1,16,16
train_realworld,1919,1,525,525
train_realworld,1920,1,132,132
train_realworld,1921,1,120,120
train_realworld,1922,1,108,108
train_realworld,1923,1,16,16
train_realworld,1924,1,1400,1400
train_realworld,1925,1,192,192
train_realworld,1926,1,108,108
train_realworld,1927,1,192,192
train_realworld,1928,1,112,112
train_realworld,1929,1,16,16
train_realworld,1930,1,224,224
train_realworld,1931,1,525,525
train_realworld,1932,1,779,779
train_realworld,1933,1,224,224
train_realworld,1934,1,192,192
train_realworld,1935,1,946,946
train_realworld,1936,1,208,208
train_realworld,1937,1,144,144
train_realworld,1938,1,16,16
train_realworld,1939,1,192,192
train_realworld,1940,1,120,120
train_realworld,1941,1,108,108
train_realworld,1942,1,16,16
train_realworld,1943,1,16,16
train_realworld,1944,1,192,192
train_realworld,1945,1,16,16
train_realworld,1946,1,192,192
train_realworld,1947,1,1357,1357
train_realworld,1948,1,120,120
train_realworld,1949,1,16,16
train_realworld,1950,1,1440,1440
train_realworld,1951,1,16,16
train_realworld,1952,1,16,16
train_realworld,1953,1,192,192
train_realworld,1954,1,132,132
train_realworld,1955,1,740,740
train_realworld,1956,1,399,399
train_realworld,1957,1,16,16
train_realworld,1958,1,224,224
train_realworld,1959,1,256,256
train_realworld,1960,1,108,108
train_realworld,1961,1,108,108
train_realworld,1962,1,192,192
train_realworld,1963,1,16,16
train_realworld,1964,1,108,108
train_realworld,1965,1,16,16
train_realworld,1966,1,192,192
train_realworld,1967,1,224,224
train_realworld,1968,1,108,108
train_realworld,1969,1,160,160
train_realworld,1970,1,16,16
train_realworld,1971,1,192,192
train_realworld,1972,1,360,360
train_realworld,1973,1,144,144
train_realworld,1974,1,192,192
train_realworld,1975,1,192,192
train_realworld,1976,1,192,192
train_realworld,1977,1,192,192
train_realworld,1978,1,192,192
train_realworld,1979,1,16,16
train_realworld,1980,1,280,280
train_realworld,1981,1,120,120
train_realworld,1982,1,240,240
train_realworld,1983,1,192,192
train_realworld,1984,1,525,525
train_realworld,1985,1,16,16
train_realworld,1986,1,16,16
train_realworld,1987,1,108,108
train_realworld,1988,1,255,255
train_realworld,1989,1,512,512
train_realworld,1990,1,108,108
train_realworld,1991,1,240,240
train_realworld,1992,1,120,120
train_realworld,1993,1,108,108
train_realworld,1994,1,192,192
train_realworld,1995,1,360,360
train_realworld,1996,1,16,16
train_realworld,1997,1,16,16
train_realworld,1998,1,280,280
train_realworld,1999,1,16,16
train_realworld,2000,1,192,192
train_realworld,2001,1,16,16
train_realworld,2002,1,289,289
train_realworld,2003,1,16,16
train_realworld,2004,1,108,108
train_realworld,2005,1,192,192
train_realworld,2006,1,16,16
train_realworld,2007,1,16,16
train_realworld,2008,1,192,192
train_realworld,2009,1,16,16
train_realworld,2010,1,16,16
train_realworld,2011,1,1428,1428
train_realworld,2012,1,992,992
train_realworld,2013,1,144,144
train_realworld,2014,1,989,989
train_realworld,2015,1,464,464
train_realworld,2016,1,192,192
train_realworld,2017,1,132,132
train_realworld,2018,1,630,630
train_realworld,2019,1,192,192
train_realworld,2020,1,192,192
train_realworld,2021,1,192,192
train_realworld,2022,1,247,247
train_realworld,2023,1,16,16
train_realworld,2024,1,16,16
train_realworld,2025,1,280,280
train_realworld,2026,1,665,665
train_realworld,2027,1,16,16
train_realworld,2028,1,304,304
train_realworld,2029,1,96,96
train_realworld,2030,1,16,16
train_realworld,2031,1,16,16
train_realworld,2032,1,266,266
train_realworld,2033,1,144,144
train_realworld,2034,1,144,144
train_realworld,2035,1,256,256
train_realworld,2036,1,132,132
train_realworld,2037,1,16,16
train_realworld,2038,1,192,192
train_realworld,2039,1,96,96
train_realworld,2040,1,525,525
train_realworld,2041,1,192,192
train_realworld,2042,1,108,108
train_realworld,2043,1,192,192
train_realworld,2044,1,819,819
train_realworld,2045,1,1056,1056
train_realworld,2046,1,108,108
train_realworld,2047,1,16,16
train_realworld,2048,1,324,324
train_realworld,2049,1,1424,1424
train_realworld,2050,1,120,120
train_realworld,2051,1,16,16
train_realworld,2052,1,132,132
train_realworld,2053,1,665,665
train_realworld,2054,1,625,625
train_realworld,2055,1,16,16
train_realworld,2056,1,16,16
train_realworld,2057,1,266,266
train_realworld,2058,1,256,256
train_realworld,2059,1,84,84
train_realworld,2060,1,108,108
train_realworld,2061,1,108,108
train_realworld,2062,1,192,192
train_realworld,2063,1,108,108
train_realworld,2064,1,16,16
train_realworld,2065,1,525,525
train_realworld,2066,1,144,144
train_realworld,2067,1,132,132
train_realworld,2068,1,108,108
train_realworld,2069,1,108,108
train_realworld,2070,1,192,192
train_realworld,2071,1,16,16
train_realworld,2072,1,16,16
train_realworld,2073,1,969,969
train_realworld,2074,1,16,16
train_realworld,2075,1,192,192
train_realworld,2076,1,132,132
train_realworld,2077,1,16,16
train_realworld,2078,1,108,108
train_realworld,2079,1,525,525
train_realworld,2080,1,16,16
train_realworld,2081,1,96,96
train_realworld,2082,1,192,192
train_realworld,2083,1,192,192
train_realworld,2084,1,16,16
train_realworld,2085,1,1056,1056
train_realworld,2086,1,16,16
train_realworld,2087,1,16,16
train_realworld,2088,1,304,304
train_realworld,2089,1,192,192
train_realworld,2090,1,16,16
train_realworld,2091,1,192,192
train_realworld,2092,1,304,304
train_realworld,2093,1,304,304
train_realworld,2094,1,304,304
train_realworld,2095,1,16,16
train_realworld,2096,1,224,224
train_realworld,2097,1,192,192
train_realworld,2098,1,560,560
train_realworld,2099,1,16,16
train_realworld,2100,1,16,16
train_realworld,2101,1,108,108
train_realworld,2102,1,192,192
train_realworld,2103,1,16,16
train_realworld,2104,1,192,192
train_realworld,2105,1,192,192
train_realworld,2106,1,132,132
train_realworld,2107,1,16,16
train_realworld,2108,1,266,266
train_realworld,2109,1,192,192
train_realworld,2110,1,108,108
train_realworld,2111,1,16,16
train_realworld,2112,1,16,16
train_realworld,2113,1,132,132
train_realworld,2114,1,144,144
train_realworld,2115,1,108,108
train_realworld,2116,1,108,108
train_realworld,2117,1,16,16
train_realworld,2118,1,108,108
train_realworld,2119,1,120,120
train_realworld,2120,1,16,16
train_realworld,2121,1,304,304
train_realworld,2122,1,16,16
train_realworld,2123,1,525,525
train_realworld,2124,1,108,108
train_realworld,2125,1,304,304
train_realworld,2126,1,108,108
train_realworld,2127,1,108,108
train_realworld,2128,1,144,144
train_realworld,2129,1,720,720
train_realworld,2130,1,16,16
train_realworld,2131,1,108,108
train_realworld,2132,1,256,256
train_realworld,2133,1,525,525
train_realworld,2134,1,120,120
train_realworld,2135,1,108,108
train_realworld,2136,1,144,144
train_realworld,2137,1,16,16
train_realworld,2138,1,16,16
train_realworld,2139,1,108,108
train_realworld,2140,1,756,756
train_realworld,2141,1,16,16
train_realworld,2142,1,108,108
train_realworld,2143,1,256,256
train_realworld,2144,1,120,120
train_realworld,2145,1,192,192
train_realworld,2146,1,16,16
train_realworld,2147,1,120,120
train_realworld,2148,1,16,16
train_realworld,2149,1,192,192
train_realworld,2150,1,1156,1156
train_realworld,2151,1,1221,1221
train_realworld,2152,1,192,192
train_realworld,2153,1,525,525
train_realworld,2154,1,540,540
train_realworld,2155,1,192,192
train_realworld,2156,1,16,16
train_realworld,2157,1,16,16
train_realworld,2158,1,108,108
train_realworld,2159,1,132,132
train_realworld,2160,1,192,192
train_realworld,2161,1,304,304
train_realworld,2162,1,16,16
train_realworld,2163,1,280,280
train_realworld,2164,1,525,525
train_realworld,2165,1,16,16
train_realworld,2166,1,16,16
train_realworld,2167,1,400,400
train_realworld,2168,1,16,16
train_realworld,2169,1,756,756
train_realworld,2170,1,16,16
train_realworld,2171,1,192,192
train_realworld,2172,1,525,525
train_realworld,2173,1,16,16
train_realworld,2174,1,16,16
train_realworld,2175,1,1408,1408
train_realworld,2176,1,16,16
train_realworld,2177,1,560,560
train_realworld,2178,1,224,224
train_realworld,2179,1,525,525
train_realworld,2180,1,756,756
train_realworld,2181,1,108,108
train_realworld,2182,1,399,399
train_realworld,2183,1,16,16
train_realworld,2184,1,16,16
train_realworld,2185,1,1400,1400
